OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
7611,530330111024006,26.1207394236947,26.12126272,0,11102.4006,Block 4006,11102,111.02,0,0,Outside Villages,4.3,4,Seward Park,"Seward Park, Hillman City",2,2,1137823.96057129,5515.77306111952
7612,530330118011012,0.552477927694205,0.55252763,0,11801.1012,Block 1012,11801,118.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,24066.0348052979,750.270058024413
7613,530330118012000,2.12151726613305,2.1216468,0,11801.2000,Block 2000,11801,118.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,92413.6617584229,1312.08542750876
7614,530330118013005,4.80887653611305,4.80891782,0,11801.3005,Block 3005,11801,118.01,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,209475.499832153,1980.31172099958
7615,530330118012008,2.05713700794387,2.0571523,0,11801.2008,Block 2008,11801,118.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,89609.2465057373,1292.70118733126
7616,530330118022002,7.45182667123804,7.45195697,0,11802.2002,Block 2002,11802,118.02,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,324602.868209839,2300.0066174437
7617,530330118011015,0.288586082553606,0.28861909,0,11801.1015,Block 1015,11801,118.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,12570.8600311279,668.913091505211
7618,530330118011010,2.81186425549904,2.81181213,0,11801.1010,Block 1010,11801,118.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,122485.296905518,1653.46171432021
7619,530330118011016,4.00714751586984,4.00730796,0,11801.1016,Block 1016,11801,118.01,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,174552.043991089,2117.26948307157
7620,530330118023006,2.83952497800733,2.83948793,0,11802.3006,Block 3006,11802,118.02,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,123690.202819824,1509.19609419824
7621,530330118013013,2.9132057874344,2.91337244,0,11801.3013,Block 3013,11801,118.01,0,204,Rainier Beach,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,126899.751724243,1420.57105076905
7622,530330117001026,3.2294674393286,3.22942022,0,11700.1026,Block 1026,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,140676.164352417,2252.88298649923
7623,530330117001025,1.32624354604489,1.32621458,0,11700.1025,Block 1025,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,57771.3999633789,1147.11936463053
7624,530330117004019,2.51614825199828,2.51627409,0,11700.4019,Block 4019,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,109603.856307983,1570.31298701197
7625,530330117004015,1.744891086854,1.7448111,0,11700.4015,Block 4015,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,76007.7597961426,1223.416240495
7626,530330117004006,104.071125985901,104.07238489,0,11700.4006,Block 4006,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,4533356.38128662,12283.720007878
7627,530330118021016,8.64521975062315,8.64547597,0,11802.1016,Block 1016,11802,118.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,376587.278701782,2714.10548486074
7628,530330118023002,7.42762839660531,7.42774065,0,11802.3002,Block 3002,11802,118.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,323548.787124634,2800.70316537284
7629,530330105022007,5.28315792779635,5.28336015,0,10502.2007,Block 2007,10502,105.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,230135.279876709,2048.79536717427
7630,530330105022006,5.28135027965053,5.28138331,0,10502.2006,Block 2006,10502,105.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,230056.538406372,2051.78368343403
7631,530330105022015,4.6985775741478,4.69870882,0,10502.2015,Block 2015,10502,105.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,204670.857833862,1898.37466093853
7632,530330105022016,2.57192310405824,2.57187281,0,10502.2016,Block 2016,10502,105.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,112033.418533325,1397.138716326
7633,530330106022012,5.29207886033218,5.29225594,0,10602.2012,Block 2012,10602,106.02,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,230523.877258301,2056.69668855426
7634,530330105022017,2.20499182261288,2.20516842,0,10502.2017,Block 2017,10502,105.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,96049.8279876709,1300.04647630775
7635,530330058032015,0.988582810460202,0.98842152,0,5803.2015,Block 2015,5803,58.03,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,43062.8394775391,1859.31070708025
7636,530330049021019,1.29314604339666,1.29310246,0,4902.1019,Block 1019,4902,49.02,0,302,Fremont,11.1,11,Fremont,"Fremont, Wallingford, Northlake",6,6,56329.6669616699,1230.58978204498
7637,530330047032015,3.61186010652112,3.61193935,0,4703.2015,Block 2015,4703,47.03,0,303,Ballard,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,157333.255584717,1793.54170501609
7638,530330031005024,1.33703410263657,1.33708722,0,3100.5024,Block 5024,3100,31,0,0,Outside Villages,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",6,6,58241.4384460449,1102.13617893751
7639,530330093003107,12.1426619691713,12.14300553,0,9300.3107,Block 3107,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,528936.47114563,3131.46172070221
7640,530330093003080,0.63056288502483,0.63086004,0,9300.3080,Block 3080,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,27467.4291381836,1652.37965055989
7641,530330102002002,14.5868577232295,14.58712485,0,10200.2002,Block 2002,10200,102,0,0,Outside Villages,4.3,4,Seward Park,"Seward Park, Hillman City",2,2,635406.064102173,4350.13506772085
7642,530330093003082,9.54635183008052,9.54666929,0,9300.3082,Block 3082,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,415840.749099731,3281.82651735553
7643,530330093003083,14.178421332908,14.17890676,0,9300.3083,Block 3083,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,617614.503677368,3641.63793917113
7644,530330106021010,1.18327077918007,1.18338767,0,10602.1010,Block 1010,10602,106.02,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,51543.4813079834,1016.74717692708
7645,530330098021011,0.474314107025069,0.47444233,0,9802.1011,Block 1011,9802,98.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,20661.2051239014,1109.85048809001
7646,530330093003034,10.8553311581739,10.85558649,0,9300.3034,Block 3034,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,472860.11668396,3030.03962698466
7647,530330026004012,2.13970006009207,2.1399326,0,2600.4012,Block 4012,2600,26,0,0,Outside Villages,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",4,4,93205.7073974609,2111.74223752541
7648,530330093003119,23.4827651473703,23.48365988,0,9300.3119,Block 3119,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,1022913.34152222,5140.13694266436
7649,530330093003108,22.5704898309521,22.57109971,0,9300.3108,Block 3108,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,983174.469680786,8601.49024520056
7650,530330119022021,0.50320956526156,0.50310656,0,11902.2021,Block 2021,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,21919.8963623047,606.21565987276
7651,530330119022022,5.61196010662608,5.61201031,0,11902.2022,Block 2022,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,244457.96005249,3777.76005670705
7652,530330119022023,1.67843332846255,1.67833975,0,11902.2023,Block 2023,11902,119.02,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,73112.8482208252,1626.98889735671
7653,530330093003099,0.534860983236054,0.53498315,0,9300.3099,Block 3099,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,23298.6376190186,1165.71918545463
7654,530330036013006,4.21560355193364,4.21586491,0,3601.3006,Block 3006,3601,36.01,0,207,Green Lake,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",6,6,183632.425323486,2668.38934428637
7655,530330005001013,7.4904118173376,7.49099963,0,500.1013,Block 1013,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,326283.643890381,2264.10831204041
7656,530330005001001,2.77524678513884,2.77548764,0,500.1001,Block 1001,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,120890.233459473,1470.26324828265
7657,530330005001012,5.56967586031183,5.57000239,0,500.1012,Block 1012,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,242616.05090332,2011.51001222627
7658,530330005001017,5.0140584982795,5.0145095,0,500.1017,Block 1017,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,218413.26184082,1981.67257686694
7659,530330005001015,2.82399965624371,2.8241674,0,500.1015,Block 1015,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,123013.917114258,1357.12176583924
7660,530330005001019,4.99792041618171,4.99820054,0,500.1019,Block 1019,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,217710.28414917,1979.64721926116
7661,530330005001011,5.28476689788607,5.28508989,0,500.1011,Block 1011,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,230205.366821289,2013.66573055589
7662,530330005001025,2.79528642763074,2.79550318,0,500.1025,Block 1025,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,121763.163879395,1701.860394077
7663,530330005001014,5.01388738348605,5.01426239,0,500.1014,Block 1014,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,218405.808044434,1981.74809586954
7664,530330005001018,5.01311903438591,5.01352108,0,500.1018,Block 1018,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,218372.338592529,1981.79699164969
7665,530330005001020,5.00624462585062,5.00660212,0,500.1020,Block 1020,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,218072.888183594,1967.35239145422
7666,530330014004000,107.022728956389,107.03048341,0,1400.4000,Block 4000,1400,14,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",5,5,4661928.72116089,14524.3078981629
7667,530330005002019,9.39580035601585,9.39667632,0,500.2019,Block 2019,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,409282.700683594,3012.36772322037
7668,530330005001024,7.28333446520484,7.28392532,0,500.1024,Block 1024,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,317263.31842041,2281.47324157761
7669,530330005002026,2.73178383016303,2.73199709,0,500.2026,Block 2026,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,118996.979614258,2023.91305168276
7670,530330006023002,105.848565817732,105.85623864,0,602.3002,Block 3002,602,6.02,0,0,Outside Villages,9.5,9,Haller Lake,"Haller Lake, Pinehurst",5,5,4610781.97006226,10184.1376080007
7671,530330095004015,1.69447853355924,1.6946487,0,9500.4015,Block 4015,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,73811.7801513672,1169.18273286927
7672,530330012013005,2.44375051555822,2.44387222,0,1201.3005,Block 3005,1201,12.01,0,301,Northgate,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,106450.198242188,1305.94763123689
7673,530330093001026,0.612628660840812,0.61257424,0,9300.1026,Block 1026,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,26686.2112121582,950.635483684051
7674,530330066001014,16.1011135773534,16.10188084,0,6600.1014,Block 1014,6600,66,0,107,Eastlake,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",4,3,701367.312927246,6749.74426989703
7675,530330099001003,24.062446260663,24.063122,0,9900.1003,Block 1003,9900,99,0,0,Outside Villages,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,1048164.35171509,7091.28695143312
7676,530330110012017,4.86934057468127,4.86945864,0,11001.2017,Block 2017,11001,110.01,0,123,Othello,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,212109.323852539,1979.55315313632
7677,530330106013010,11.1401955229573,11.140499,0,10601.3010,Block 3010,10601,106.01,0,206,Morgan Junction,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,485268.858032227,3120.37893175712
7678,530330004031001,4.03582348965121,4.03621929,0,403.1001,Block 1001,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,175801.174407959,1761.92706351784
7679,530330004031000,6.1677593354308,6.16824452,0,403.1000,Block 1000,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,268668.671325684,2312.27621964453
7680,530330004031002,5.2174446932604,5.21787723,0,403.1002,Block 1002,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,227272.799987793,2094.59202848047
7681,530330004031012,5.01991475454828,5.02019292,0,403.1012,Block 1012,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,218668.361450195,1984.50335168435
7682,530330004031014,4.94435907645421,4.94482578,0,403.1014,Block 1014,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,215377.142883301,1962.95654928406
7683,530330004031011,4.91119445458015,4.91146655,0,403.1011,Block 1011,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,213932.48614502,1954.87302603564
7684,530330004031005,2.16676161506886,2.16686709,0,403.1005,Block 1005,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,94384.5135192871,1697.7555600703
7685,530330004031007,2.57598436675232,2.5760736,0,403.1007,Block 1007,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,112210.327850342,1828.08275180544
7686,530330004031008,4.9157609926931,4.91616155,0,403.1008,Block 1008,403,4.03,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,214131.405334473,1950.64089884454
7687,530330005002001,5.03943364193122,5.03971425,0,500.2001,Block 2001,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,219518.607513428,1986.34650688265
7688,530330005002003,5.04032072673888,5.04070267,0,500.2003,Block 2003,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,219557.24911499,1986.60216809323
7689,530330005002004,5.04355831562575,5.04391504,0,500.2004,Block 2004,500,5,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,219698.279052734,1985.67305237496
