OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
792,530330104023008,0.497009942750637,0.49692892,0,10402.3008,Block 3008,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,21649.8397369385,791.438353372795
793,530330057005007,2.61279525210437,2.6128923,0,5700.5007,Block 5007,5700,57,0,0,Outside Villages,12.1,12,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",7,6,113813.81640625,1411.70491435723
794,530330015001013,40.9277595493687,40.93053531,0,1500.1013,Block 1013,1500,15,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",6,6,1782820.33724976,6538.01686149781
795,530330059011016,2.93658537798938,2.93684745,0,5901.1016,Block 1016,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,127918.170684814,1771.35318837137
796,530330096003006,7.4689940683547,7.46925435,0,9600.3006,Block 3006,9600,96,0,0,Outside Villages,1.4,1,Alki/Admiral,"Alki, Admiral",1,1,325350.68296814,2369.3077451664
797,530330097014017,7.97293346821705,7.97334933,0,9701.4017,Block 4017,9701,97.01,0,0,Outside Villages,1.4,1,Alki/Admiral,"Alki, Admiral",1,1,347302.371047974,2526.63472421399
798,530330096001016,3.54533835985591,3.54546801,0,9600.1016,Block 1016,9600,96,0,0,Outside Villages,1.4,1,Alki/Admiral,"Alki, Admiral",1,1,154435.556716919,1617.53455861791
799,530330105023000,4.98459769861343,4.98485685,0,10502.3000,Block 3000,10502,105.02,0,205,West Seattle Junction,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,217129.944290161,1979.87299834715
804,530330116022007,2.02895254725352,2.02898228,0,11602.2007,Block 2007,11602,116.02,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,88381.526473999,1200.82125666502
805,530330116012001,4.73264458802364,4.73280936,0,11601.2001,Block 2001,11601,116.01,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,206154.822937012,1970.5397713521
806,530330116023002,5.73758017473901,5.73753984,0,11602.3002,Block 3002,11602,116.02,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,249929.992111206,2087.59715509125
807,530330120001007,10.0387651069519,10.03890321,0,12000.1007,Block 1007,12000,120,0,0,Outside Villages,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,1,437290.357223511,2678.42695288191
808,530330077001031,6.08848196174539,6.08892369,0,7700.1031,Block 1031,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,265215.335174561,2095.75944623483
809,530330098022004,4.74729649995908,4.74738858,0,9802.2004,Block 2004,9802,98.02,0,0,Outside Villages,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",1,1,206793.062698364,1974.6237495463
810,530330062002033,2.43365051823814,2.4337409,0,6200.2033,Block 2033,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,106010.240631104,1596.06065591039
811,530330064001003,5.14949070584953,5.14967614,0,6400.1003,Block 1003,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,224312.712493896,3288.2296163316
812,530330062003017,2.74715193659918,2.74731763,0,6200.3017,Block 3017,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,119666.41708374,1434.99239562092
813,530330064001011,3.34719055889174,3.34728949,0,6400.1011,Block 1011,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,145804.203979492,1624.89243825817
814,530330063002005,9.06487934395717,9.06530801,0,6300.2005,Block 2005,6300,63,0,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,394867.723693848,3380.10839812453
815,530330064001022,1.96073478484899,1.9607812,0,6400.1022,Block 1022,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,85409.9488830566,1172.0290679616
816,530330077002004,2.15950339639987,2.15970103,0,7700.2004,Block 2004,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,94068.3442077637,1228.27643930259
817,530330064001016,3.66862284872612,3.66877359,0,6400.1016,Block 1016,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,159805.85055542,1719.99782459167
818,530330079022001,3.44642586225004,3.44662585,0,7902.2001,Block 2001,7902,79.02,0,131,Madison-Miller,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,150126.911071777,1774.33399154551
819,530330077004014,3.44420186692128,3.44440191,0,7700.4014,Block 4014,7700,77,0,131,Madison-Miller,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,150030.033447266,1575.33662379931
820,530330078002029,2.14596861477832,2.14611023,0,7800.2029,Block 2029,7800,78,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,93478.766784668,1239.19215113869
821,530330094004025,10.4890738036623,10.48962342,0,9400.4025,Block 4025,9400,94,0,305,Mt Baker,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",3,3,456905.882537842,4128.64864327295
822,530330088002018,2.14210481112539,2.14215655,0,8800.2018,Block 2018,8800,88,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,93310.4588317871,1238.31990782367
823,530330090003000,3.34082266902799,3.34086475,0,9000.3000,Block 3000,9000,90,0,109,23rd & Union-Jackson,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",3,3,145526.817626953,1654.81452006368
824,530330089003008,1.84307594940351,1.84315904,0,8900.3008,Block 3008,8900,89,0,109,23rd & Union-Jackson,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,80284.7095336914,1133.72404122877
825,530330089003013,1.07106998857238,1.07120183,0,8900.3013,Block 3013,8900,89,0,0,Outside Villages,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,46655.9953308105,859.411093499566
826,530330089004005,3.02672596496551,3.02679381,0,8900.4005,Block 4005,8900,89,0,109,23rd & Union-Jackson,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",3,3,131844.710388184,1478.17645906975
827,530330059022028,1.76888690591405,1.76902742,0,5902.2028,Block 2028,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,77053.0218505859,1258.13536079567
828,530330070021012,0.295435542584876,0.29553804,0,7002.1012,Block 1012,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,12869.2236938477,568.31565456494
829,530330067033009,4.57161587832713,4.57194376,0,6703.3009,Block 3009,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,199140.384277344,2246.85376827986
830,530330070022017,2.12334713877198,2.12337654,0,7002.2017,Block 2017,7002,70.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92493.3713378906,1219.86273918527
831,530330067031006,2.1039979703153,2.10410232,0,6703.1006,Block 1006,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,91650.5181884766,1211.31110407253
832,530330070023009,2.3112692408467,2.31142373,0,7002.3009,Block 3009,7002,70.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,100679.29083252,1269.31966543909
833,530330067031014,2.16266958536465,2.16266629,0,6703.1014,Block 1014,6703,67.03,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,94206.2639160156,1198.5016329583
834,530330067013006,2.96582467831667,2.96600589,0,6701.3006,Block 3006,6701,67.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,129191.839813232,1657.19985294546
835,530330067021000,2.21420959385652,2.21431132,0,6702.1000,Block 1000,6702,67.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,96451.3557739258,1257.59936259107
836,530330067023002,2.27227796953147,2.27238108,0,6702.3002,Block 3002,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,98980.8243103027,1258.67687318445
837,530330067023005,1.62132406444335,1.62150551,0,6702.3005,Block 3005,6702,67.02,0,412,Uptown,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,70625.1587524414,1134.29742145139
838,530330072032004,4.66564908943624,4.6658438,0,7203.2004,Block 2004,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,203236.487304688,1918.91615708414
839,530330080033008,3.14728997177168,3.14738124,0,8003.3008,Block 3008,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,137096.499511719,1498.32714103397
840,530330080033006,2.31206001309232,2.31216505,0,8003.3006,Block 3006,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,100713.737030029,1269.5348202494
841,530330072012005,0.348847468742217,0.3489128,0,7201.2005,Block 2005,7201,72.01,0,413.1,Belltown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,15195.8565368652,597.495102955538
842,530330080032005,2.26539005802606,2.26546213,0,8003.2005,Block 2005,8003,80.03,0,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,98680.7856750488,1256.9229600893
843,530330072032019,3.1654880891071,3.16566704,0,7203.2019,Block 2019,7203,72.03,0,412,Uptown,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",7,7,137889.212768555,1497.14271581679
844,530330076001002,2.21801925141443,2.2180179,0,7600.1002,Block 1002,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,96617.3050537109,1254.60863127209
845,530330076003010,3.08454890535511,3.08461647,0,7600.3010,Block 3010,7600,76,0,414.1,Capitol Hill,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,134363.487762451,1481.23509833817
846,530330079011006,1.56232504482143,1.56244732,0,7901.1006,Block 1006,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,68055.1512145996,1123.29718255553
847,530330104012005,2.1865984569695,2.18663552,0,10401.2005,Block 2005,10401,104.01,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,95248.6098022461,1261.39665773573
848,530330110021017,12.8942452206629,12.89445299,0,11002.1017,Block 1017,11002,110.02,0,502,Greater Duwamish,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,1,561675.568527222,15776.7891084131
849,530330104021014,3.26510371751251,3.2652505,0,10402.1014,Block 1014,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,142228.486846924,1548.27289219954
850,530330104023014,5.18047500941368,5.18056431,0,10402.3014,Block 3014,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,225662.394042969,2193.20820962158
851,530330110021016,1.56805812361525,1.56813075,0,11002.1016,Block 1016,11002,110.02,0,502,Greater Duwamish,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,1,68304.8850860596,1152.3548084381
852,530330047032020,0.269984969296733,0.27008618,0,4703.2020,Block 2020,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,11760.5923156738,626.733366956699
853,530330047033028,4.80353016674156,4.80372861,0,4703.3028,Block 3028,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,209242.611053467,2349.5862174251
854,530330047033012,2.91697568499058,2.91707902,0,4703.3012,Block 3012,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,127063.969085693,1540.59771917029
855,530330047033004,3.74121948025155,3.74142257,0,4703.3004,Block 3004,4703,47.03,0,303,Ballard,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,162968.172454834,1740.45098650522
856,530330058042001,0.528422885050223,0.52855841,0,5804.2001,Block 2001,5804,58.04,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,23018.1929626465,1378.01579468021
857,530330047033017,0.685476859315705,0.68547033,0,4703.3017,Block 3017,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,29859.4915161133,1164.16317462815
858,530330059011008,3.6444502440572,3.64455726,0,5901.1008,Block 1008,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,158752.887664795,1641.10209734639
859,530330059011012,5.04281833611291,5.04317372,0,5901.1012,Block 1012,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,219666.045379639,1985.13823786964
860,530330059011014,5.15726916215511,5.15758351,0,5901.1014,Block 1014,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,224651.543304443,2008.79992408671
861,530330059013009,5.07050961445589,5.07084952,0,5901.3009,Block 3009,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,220872.282287598,1975.93005011454
862,530330059022001,6.22746037236452,6.22779692,0,5902.2001,Block 2001,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,271269.258880615,2664.81150958578
863,530330059022023,1.94435382381931,1.94447224,0,5902.2023,Block 2023,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,84696.3913574219,1365.29085067783
864,530330059022015,1.99303933111606,1.993152,0,5902.2015,Block 2015,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,86817.1405029297,1189.37032771274
865,530330059022017,2.95469270163435,2.95488615,0,5902.2017,Block 2017,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,128706.928894043,1441.86712476794
866,530330040001003,366.655956098148,366.67942776,0,4000.1003,Block 1003,4000,40,0,0,Outside Villages,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",4,4,15971597.3338623,22302.0207082193
867,530330043011006,3.867439438313,3.86769342,0,4301.1006,Block 1006,4301,43.01,0,0,Outside Villages,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",4,4,168466.335845947,3136.18824587952
868,530330060002029,2.13325214840705,2.13350786,0,6000.2029,Block 2029,6000,60,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,92924.8352355957,1220.05983600729
869,530330104023004,1.00161450390317,1.00151811,0,10402.3004,Block 3004,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,43630.5023345947,1318.06595056505
870,530330110013012,0.453286169622209,0.45319127,0,11001.3012,Block 3012,11001,110.01,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,19745.2245330811,689.11520427057
871,530330057001013,423.403296011102,423.42915535,0,5700.1013,Block 1013,5700,57,0,0,Outside Villages,12.1,12,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",7,6,18443521.3483582,45793.1837232554
872,530330117003000,0.314920402210279,0.31505936,0,11700.3000,Block 3000,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,13717.9876098633,620.732331748194
873,530330093002019,6.41527194028279,6.41559701,0,9300.2019,Block 2019,9300,93,0,502,Greater Duwamish,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",2,1,279450.363464355,2844.98464307647
874,530330061001006,10.5075882634923,10.50815633,0,6100.1006,Block 1006,6100,61,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,457712.375549316,3185.85492123803
875,530330069002015,1.61590275404428,1.61606919,0,6900.2015,Block 2015,6900,69,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,70389.0055541992,1199.16974291947
876,530330104021012,3.24342232045446,3.24350523,0,10402.1012,Block 1012,10402,104.02,0,0,Outside Villages,3.5,3,Beacon Hill,Beacon Hill,2,2,141284.041397095,1652.57807892854
877,530330090001018,2.53413515908909,2.53431279,0,9000.1018,Block 1018,9000,90,0,109,23rd & Union-Jackson,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",3,3,110387.36907959,1630.77263669807
878,530330069003020,1.48588052813168,1.48584466,0,6900.3020,Block 3020,6900,69,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,64725.2147521973,1199.10215828057
879,530330063004028,20.9829266296565,20.98418895,0,6300.4028,Block 4028,6300,63,0,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,914019.940032959,6292.45356296463
880,530330049022013,4.34071305826024,4.34114733,0,4902.2013,Block 2013,4902,49.02,0,302,Fremont,11.1,11,Fremont,"Fremont, Wallingford, Northlake",6,6,189082.217163086,2245.88293671228
881,530330027002009,1.45615046159487,1.45619201,0,2700.2009,Block 2009,2700,27,0,0,Outside Villages,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",6,4,63430.1678466797,2592.27194556321
882,530330022003005,9.52802807653973,9.5286306,0,2200.3005,Block 3005,2200,22,0,0,Outside Villages,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",5,5,415042.563293457,5397.50299449877
883,530330022003010,23.7279582240829,23.72952974,0,2200.3010,Block 3010,2200,22,0,0,Outside Villages,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",5,5,1033593.9944458,6619.3691690079
884,530330063002027,1.02893017794926,1.02894681,0,6300.2027,Block 2027,6300,63,0,0,Outside Villages,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",3,3,44820.377746582,1030.11578025646
885,530330095003007,5.11070225794667,5.1108806,0,9500.3007,Block 3007,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,222623.080856323,2679.14119295622
886,530330114011000,10.3976809418773,10.39794733,0,11401.1000,Block 1000,11401,114.01,0,0,Outside Villages,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",1,1,452924.793533325,2692.17338399103
887,530330112001002,42.4342846466959,42.43515997,0,11200.1002,Block 1002,11200,112,0,128,South Park,3.1,3,South Park,South Park,1,1,1848444.83296204,5419.57222967227
888,530330117002001,14.9984622038391,14.99880242,0,11700.2001,Block 2001,11700,117,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,653335.626968384,4567.79807881645
889,530330096001023,4.5212615579975,4.52153426,0,9600.1023,Block 1023,9600,96,0,0,Outside Villages,1.4,1,Alki/Admiral,"Alki, Admiral",1,1,196946.94128418,1832.35198314722
890,530330119012009,0.703481955983706,0.70350902,0,11901.2009,Block 2009,11901,119.01,0,0,Outside Villages,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",2,2,30643.7965698242,1447.25885112801
891,530330110022019,0.774934541110729,0.77492247,0,11002.2019,Block 2019,11002,110.02,0,123,Othello,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,33756.2836608887,785.640829376297
892,530330004022004,34.02406273471,34.02665807,0,402.2004,Block 2004,402,4.02,0,0,Outside Villages,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5,5,1482094.10110474,4886.96628596511
893,530330009001013,4.40580502002513,4.40613605,0,900.1013,Block 1013,900,9,0,0,Outside Villages,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",5,5,191917.634399414,1965.21110961207
894,530330009002006,2.48278468554148,2.48291487,0,900.2006,Block 2006,900,9,0,0,Outside Villages,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",5,5,108150.533477783,5220.64097803113
895,530330095003046,2.88515974719668,2.88520243,0,9500.3046,Block 3046,9500,95,0,305,Mt Baker,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,125678.061279297,1485.6607882892
896,530330102001016,1.11340792383235,1.11345685,0,10200.1016,Block 1016,10200,102,0,0,Outside Villages,4.3,4,Seward Park,"Seward Park, Hillman City",2,2,48500.2431640625,1130.96471086766
897,530330074041007,1.72255189934873,1.72257161,0,7404.1007,Block 1007,7404,74.04,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,75034.6608886719,1197.79216627481
898,530330116012004,6.91998336589296,6.92018619,0,11601.2004,Block 2004,11601,116.01,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,301435.681106567,2756.97766482746
899,530330079022007,4.523774716936,4.52400532,0,7902.2007,Block 2007,7902,79.02,0,109,23rd & Union-Jackson,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,197056.414916992,2183.996759021
900,530330077004007,2.8653196345257,2.865434,0,7700.4007,Block 4007,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,124813.822540283,1577.73186894631
901,530330075013003,0.980439019429709,0.98051415,0,7501.3003,Block 3003,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,42708.0944824219,997.690959063208
902,530330068002003,1.35513288052161,1.35512591,0,6800.2003,Block 2003,6800,68,0,106,Upper Queen Anne,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,59029.8244018555,1027.45260275988
903,530330051001017,1.58995398122845,1.59012313,0,5100.1017,Block 1017,5100,51,0,0,Outside Villages,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",4,4,69258.6724853516,1847.18582652999
904,530330080043008,0.408643663114096,0,0.4087123,8004.3008,Block 3008,8004,80.04,1,413.1,Belltown,13.1,13,Belltown,"Belltown, Denny Regrade",7,7,17800.5891723633,996.464395256603
905,530330099004059,12.1430007672117,11.46544257,0.67781006,9900.4059,Block 4059,9900,99,0,0,Outside Villages,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,528951.229202271,3820.80133468395
906,530330012023001,15.2443807039612,15.24541359,0,1202.3001,Block 3001,1202,12.02,0,301,Northgate,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",5,5,664047.879638672,3332.21445765715
907,530330112002000,1.15930184147555,0,1.15941845,11200.2000,Block 2000,11200,112,1,502,Greater Duwamish,3.1,3,South Park,South Park,1,1,50499.3902282715,1115.73746374363
908,530330099004004,12.2722965256867,0,12.27273585,9900.4004,Block 4004,9900,99,1,502,Greater Duwamish,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,1,534583.375061035,3340.10887582556
909,530330014003012,0.868394178051505,0.86857541,0,1400.3012,Block 3012,1400,14,0,0,Outside Villages,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",6,5,37827.4016723633,969.524937993116
910,530330120001006,2.12577220348997,2.12584759,0,12000.1006,Block 1006,12000,120,0,0,Outside Villages,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",1,1,92599.0075683594,1460.13373634929
911,530330077004017,0.399895828712964,0.39981651,0,7700.4017,Block 4017,7700,77,0,0,Outside Villages,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,17419.5319824219,559.476280212454
912,530330103021003,1.73327570618115,1.73344425,0,10302.1003,Block 1003,10302,103.02,0,111,Columbia City,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,75501.7917327881,1533.64187104825
913,530330051001015,1.32736264179252,1.32745011,0,5100.1015,Block 1015,5100,51,0,203,Wallingford,11.2,11,Wallingford,"Wallingford, Meridian, Northlake, University District",4,4,57820.1479187012,1403.48483788462
914,530330033021018,2.00735683070653,2.00748412,0,3302.1018,Block 1018,3302,33.02,0,0,Outside Villages,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",6,6,87440.8133544922,1586.29462971129
915,530330106011003,2.0745573083027,2.07469678,0,10601.1003,Block 1003,10601,106.01,0,0,Outside Villages,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",1,1,90368.077835083,1596.39134770199
916,530330110021022,1.87832345740201,1.878248,0,11002.1022,Block 1022,11002,110.02,0,0,Outside Villages,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",2,2,81820.097076416,1170.84182112923
